iter	Logloss
296	0.3306490634
297	0.3305607464
298	0.3304603244
299	0.3302422386
300	0.3301607247
301	0.3300546575
302	0.3297480341
303	0.3295382093
304	0.3294742179
305	0.3293821798
306	0.3293063557
307	0.3289377346
308	0.32876696
309	0.328651475
310	0.3285754999
311	0.3284977626
312	0.3283796276
313	0.328272061
314	0.3281690244
315	0.3280588716
316	0.3279805947
317	0.327901926
318	0.3277938352
319	0.3276756857
320	0.3274544843
321	0.3271198451
322	0.3270510299
323	0.3269546185
324	0.3268654212
325	0.3268107833
326	0.3266684321
327	0.3266090734
328	0.3265400621
329	0.326477236
330	0.3261412742
331	0.3260270323
332	0.3259587457
333	0.3258352102
334	0.3256932702
335	0.3256303071
336	0.3254308548
337	0.3253274511
338	0.3252303307
339	0.3251691055
340	0.3251120187
341	0.3250605738
342	0.3249743741
343	0.3248824394
344	0.3247879781
345	0.3247060376
346	0.3246311349
347	0.3244378485
348	0.3243701594
349	0.3241747375
350	0.3240030774
351	0.323943904
352	0.3238251421
353	0.3237639274
354	0.3237061945
355	0.3236393185
356	0.3235484517
357	0.3234824965
358	0.3234005964
359	0.3233209928
360	0.3232415905
361	0.3231994446
362	0.3231363292
363	0.3230886845
364	0.3229243852
365	0.3228649376
366	0.3227606275
367	0.3226690061
368	0.3225512577
369	0.322455175
370	0.3223973393
371	0.3221161525
372	0.322023567
373	0.3219558239
374	0.3217737375
375	0.321686935
376	0.3216292508
377	0.3215798526
378	0.3213778135
379	0.3213085032
380	0.3212485077
381	0.3211962254
382	0.3211374295
383	0.3210835605
384	0.3209975316
385	0.3209339714
386	0.3208640401
387	0.3205947875
388	0.3204776957
389	0.3204132343
390	0.3203540322
391	0.3203002219
392	0.32024933
393	0.3202023513
394	0.3201595009
395	0.3201005434
396	0.3200209396
397	0.319803539
398	0.3197510268
399	0.3196759774
400	0.3196310845
401	0.3195620294
402	0.3195264055
403	0.3194670379
404	0.3194056124
405	0.3193397404
406	0.3193018999
407	0.3192626422
408	0.3190931555
409	0.319053165
410	0.3189813337
411	0.3189325727
412	0.3188858046
413	0.3188380425
414	0.318670294
415	0.3185106323
416	0.3183948922
417	0.3183422184
418	0.3182666749
419	0.3182219588
420	0.3181579282
421	0.3180141094
422	0.3179556078
423	0.3178629384
424	0.3177489617
425	0.317694647
426	0.3176372274
427	0.3175583178
428	0.3174504915
429	0.3174105791
430	0.3173675378
431	0.3173253875
432	0.3172719742
433	0.3172083244
434	0.3171398867
435	0.3170937357
436	0.3170291913
437	0.3169444896
438	0.3168753358
439	0.3166544481
440	0.3165952468
441	0.3165414762
442	0.3163483221
443	0.3162967203
444	0.3162244276
445	0.3161730023
446	0.3160986531
447	0.3160176931
448	0.3159577663
449	0.3159045974
450	0.3158450133
451	0.3158084706
452	0.3157409727
453	0.315686859
454	0.3156556819
455	0.3155929494
456	0.3155490611
457	0.3155090515
458	0.3154571658
459	0.3153797609
460	0.3153444029
461	0.3152663956
462	0.3152017729
463	0.3150814441
464	0.3150035102
465	0.3149527901
466	0.314892472
467	0.3148551935
468	0.3147900464
469	0.3147403642
470	0.3146951437
471	0.3146155443
472	0.3145663178
473	0.3145112937
474	0.3144679393
475	0.314424182
476	0.3143804003
477	0.3143286474
478	0.3142947145
479	0.3142164628
480	0.3141529605
481	0.3141078926
482	0.314003994
483	0.31395559
484	0.3139034254
485	0.3138077541
486	0.3136344574
487	0.3135649809
488	0.3135246525
489	0.3134898678
490	0.3134543661
491	0.3133916038
492	0.3132446138
493	0.3131821165
494	0.3131214452
495	0.3130869539
496	0.3130509988
497	0.3130013354
498	0.3128672769
499	0.312805034
500	0.3127630062
501	0.312619998
502	0.3124638029
503	0.3124182699
504	0.3123375547
505	0.3122992683
506	0.3122652526
507	0.3122201841
508	0.3121310799
509	0.3120892631
510	0.3120401937
511	0.3119792243
512	0.3119278092
513	0.3118971774
514	0.3118412318
515	0.3118039887
516	0.3117647773
517	0.3117264124
518	0.3116786593
519	0.3115392903
520	0.3115084331
521	0.3114601714
522	0.3114255972
523	0.3113862922
524	0.3113212285
525	0.3112842499
526	0.3111976335
527	0.3111194354
528	0.3110688719
529	0.3109748362
530	0.310908132
531	0.3107920007
532	0.3107456102
533	0.3106741015
534	0.3106311238
535	0.3105568678
536	0.3104857361
537	0.3104343257
538	0.3103844575
539	0.3102909511
540	0.3102390995
541	0.310211807
542	0.3101346125
543	0.309992021
544	0.3098747504
545	0.3097931731
546	0.3097281388
547	0.3096693828
548	0.3095965568
549	0.3095720467
550	0.3095314337
551	0.3095040632
552	0.3094787987
553	0.3094328045
554	0.3093904923
555	0.3093197575
556	0.3092683713
557	0.3091638238
558	0.3091198077
559	0.3090804971
560	0.3090548552
561	0.3090222406
562	0.3089535283
563	0.3089122302
564	0.3088397713
565	0.3087230767
566	0.3086812351
567	0.3086424889
568	0.3086010527
569	0.3085705918
570	0.3084995629
571	0.3084533196
572	0.3084080891
573	0.3083691563
574	0.308180517
575	0.3081194491
576	0.3080779313
577	0.3080124364
578	0.3079671577
579	0.3079219505
580	0.3078620728
581	0.3078152018
582	0.3077571702
583	0.3077164941
584	0.307689873
585	0.3076479779
586	0.3076245201
587	0.3074284173
588	0.3073905135
589	0.3073686719
590	0.3073031574
591	0.3072348121
592	0.3071917658
593	0.3071676034
594	0.307143489
595	0.3070049769
596	0.306953542
597	0.3069084346
598	0.3068792964
599	0.306857499
600	0.3068170432
601	0.3067384586
602	0.3066720732
603	0.306602553
604	0.3065590522
605	0.3065333078
606	0.3064488273
607	0.3064152527
608	0.3063538328
609	0.3063115692
610	0.306200773
611	0.3060979566
612	0.3060711934
613	0.3060241511
614	0.3059705268
615	0.305934223
616	0.3058558734
617	0.3057936646
618	0.3057261524
619	0.3056854127
620	0.3056445214
621	0.305620339
622	0.3055935712
623	0.3055566325
624	0.3055221765
625	0.3054929452
626	0.3054607659
627	0.3053978814
628	0.3053567404
629	0.3053222402
630	0.3052975434
631	0.3052530574
632	0.305211608
633	0.3051827444
634	0.3051538312
635	0.3051263378
636	0.3050906422
637	0.3050651474
638	0.3049173604
639	0.3048553424
640	0.3048292015
641	0.3047803665
642	0.3047460477
643	0.3046818266
644	0.3046437364
645	0.3046194757
646	0.3044709
647	0.3044437352
648	0.3044219379
649	0.3043942594
650	0.3043708656
651	0.3043493718
652	0.3043101358
653	0.3042693183
654	0.3042450869
655	0.3042142402
656	0.304113368
657	0.3040889065
658	0.3039732686
659	0.3039432781
660	0.303916427
661	0.3038905111
662	0.3038424551
663	0.3037544625
664	0.3037263911
665	0.3036882666
666	0.3036574142
667	0.3036276395
668	0.3035833298
669	0.3035489173
670	0.3035169142
671	0.3034915516
672	0.3034548473
673	0.3033174176
674	0.3032921579
675	0.3032607278
676	0.3032403751
677	0.3032104099
678	0.3031862765
679	0.3031590427
680	0.3031241501
681	0.3031007464
682	0.3030310695
683	0.3030036887
684	0.3029545259
685	0.302938894
686	0.3028861464
687	0.3028651322
688	0.302768376
689	0.3027391846
690	0.3027047132
691	0.3026699537
692	0.3026463395
693	0.3025242528
694	0.3024854277
695	0.3024609122
696	0.3024346752
697	0.3023949592
698	0.3023421479
699	0.3022430191
700	0.3021401144
701	0.3021049967
702	0.3020738068
703	0.3020492536
704	0.302006178
705	0.3019873483
706	0.3018603058
707	0.3018426952
708	0.3018191789
709	0.3017975467
710	0.3017383061
711	0.3017129231
712	0.3016903225
713	0.3016560232
714	0.3016371543
715	0.3016069391
716	0.3015831452
717	0.3015523714
718	0.3015078168
719	0.3014805986
720	0.3014496584
721	0.3014298004
722	0.3013941196
723	0.3013599229
724	0.3013253589
725	0.3012009116
726	0.3011707158
727	0.3010952109
728	0.3009815568
729	0.300871806
730	0.3008430445
731	0.3007693619
732	0.3006716875
733	0.3006368249
734	0.3005598489
735	0.300512165
736	0.300485828
737	0.3004663423
738	0.3004300884
739	0.3004069001
740	0.3003897701
741	0.300366112
742	0.3003015863
743	0.3002772923
744	0.30024478
745	0.3001097352
746	0.3000901416
747	0.3000696273
748	0.2999716394
749	0.2999482792
750	0.2999139646
751	0.2998754779
752	0.2998080583
753	0.2997879407
754	0.2997679552
755	0.2997473723
756	0.2996373403
757	0.2995836477
758	0.2995640392
759	0.2995324279
760	0.2994960125
761	0.2994565316
762	0.299435533
763	0.2994111095
764	0.2993933571
765	0.2993398603
766	0.2993181857
767	0.2992734797
768	0.2991707073
769	0.2991493699
770	0.2991300114
771	0.2991106773
772	0.2990875677
773	0.2990577195
774	0.2990082287
775	0.2989616618
776	0.2989361764
777	0.2989105152
778	0.2988891097
779	0.2988457356
780	0.298787733
781	0.298743785
782	0.2987291473
783	0.2986094798
784	0.2985806453
785	0.2985613162
786	0.298538471
787	0.2985162429
788	0.2984893871
789	0.2984655136
790	0.2983437353
791	0.2983208163
792	0.298290062
793	0.2982765948
794	0.2982412175
795	0.2982178536
796	0.2981194787
797	0.2980948362
798	0.2980724414
799	0.2980540327
800	0.2980051147
801	0.2979876319
802	0.2979334597
803	0.2979138667
804	0.2978638908
805	0.2978459087
806	0.2978143322
807	0.2977882648
808	0.2977557328
809	0.2977147825
810	0.2976967014
811	0.2976784646
812	0.2976513834
813	0.2975840961
814	0.2975681899
815	0.2974448592
816	0.2974248103
817	0.2974073914
818	0.2973700555
819	0.2973003279
820	0.2972639959
821	0.2972477617
822	0.2971951269
823	0.2971703233
824	0.2971367287
825	0.2971101419
826	0.297032275
827	0.2970098899
828	0.2969932686
829	0.29696364
830	0.2968791928
831	0.2968603143
832	0.2968144325
833	0.2967793246
834	0.2966589127
835	0.2966120467
836	0.2965892661
837	0.2965653736
838	0.2965445508
839	0.2965232388
840	0.296502122
841	0.29648817
842	0.2964461178
843	0.2964206672
844	0.296363664
845	0.2963464897
846	0.2963306277
847	0.2963113916
848	0.2962872534
849	0.2962685705
850	0.2962367831
851	0.2962114604
852	0.2961875132
853	0.296167435
854	0.296092136
855	0.296069668
856	0.2960460979
857	0.2960285413
858	0.2960141678
859	0.2959763325
860	0.2959546722
861	0.2959206171
862	0.2958932273
863	0.295873663
864	0.295832478
865	0.2958014008
866	0.2957737903
867	0.295753354
868	0.2957150876
869	0.2956974188
870	0.2956811802
871	0.2956601322
872	0.2956348242
873	0.2955981002
874	0.2954854061
875	0.2954717187
876	0.2954354893
877	0.2954191572
878	0.2953995536
879	0.2953770468
880	0.2953549065
881	0.2953374338
882	0.2952354646
883	0.2952188827
884	0.2952012143
885	0.2951585598
886	0.295143829
887	0.2951135204
888	0.295100596
889	0.2949761539
890	0.2949372801
891	0.2949207473
892	0.2949038218
893	0.2948748403
894	0.2948610007
895	0.2948337724
896	0.2948197175
897	0.2947906087
898	0.2947686885
899	0.294746622
900	0.2947210049
901	0.2947061262
902	0.2946679624
903	0.2946576391
904	0.2946331924
905	0.2946166452
906	0.2945826587
907	0.2945654353
908	0.294545661
909	0.2945260135
910	0.2945014393
911	0.2944762483
912	0.2944589123
913	0.2944441233
914	0.2943672961
915	0.294345582
916	0.29433165
917	0.2943029973
918	0.2942632468
919	0.2942453626
920	0.2942190022
921	0.2941751724
922	0.2941366812
923	0.2941109221
924	0.2940926654
925	0.2940361465
926	0.2940213668
927	0.2939922534
928	0.293890784
929	0.2938753091
930	0.2938472141
931	0.293820544
932	0.2938058575
933	0.2937462979
934	0.293734197
935	0.2937124583
936	0.2936963322
937	0.2936828886
938	0.2936651953
939	0.2936367279
940	0.2935977904
941	0.2935545972
942	0.2935389461
943	0.2935062329
944	0.2934921001
945	0.2934712331
946	0.2934526781
947	0.2934135056
948	0.2933968798
949	0.2933655427
950	0.2933514681
951	0.2933292157
952	0.2933125312
953	0.2932958024
954	0.2932845437
955	0.2932659442
956	0.2932316198
957	0.2932096663
958	0.2931989263
959	0.2931741025
960	0.2931599255
961	0.2931411107
962	0.2931272773
963	0.2931095546
964	0.2930594318
965	0.2930388049
966	0.2930215575
967	0.2930046133
968	0.2929671991
969	0.2929513324
970	0.2929275616
971	0.2929124538
972	0.2928981149
973	0.2928814991
974	0.2928667049
975	0.2928440162
976	0.2928270328
977	0.2928053973
978	0.2927893933
979	0.2927700738
980	0.2927115904
981	0.2926650475
982	0.2925903115
983	0.2925618156
984	0.2925309144
985	0.2925117126
986	0.2924944018
987	0.2924778349
988	0.2924661599
989	0.2923870801
990	0.2923716883
991	0.2923531678
992	0.2923393867
993	0.292292981
994	0.2922256544
995	0.2922016436
996	0.2921862516
997	0.2921687837
998	0.2921554583
999	0.2921339401
